sample_id	sample_type	sample_substance_name	organism_kingdom	organism_phylum	organism_class	organism_order	organism_family	organism_genus	organism_species	organism_organe	organism_broad_organe	organism_tissue	organism_subsystem	sample_plate_id	ms_filename	ms_injection_date	tcruzi_activity_class
VGF159_F08	sample	V113737GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Phoebe	Phoebe tavoyana	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_F08.mzXML	22/10/2017	Inactive
VGF159_F09	sample	V113751GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Bagassa	Bagassa guianensis	roots	roots	root tissue	belowground	VGF159	VGF159_F09.mzXML	22/10/2017	Inactive
VGF159_F10	sample	V113759GP-01	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Euterpe	Euterpe oleracea	wood	woody vegetative	woody tissue	aboveground	VGF159	VGF159_F10.mzXML	22/10/2017	Inactive
VGF159_F11	sample	V113767GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Isertia	Isertia coccinea	bark	woody vegetative	woody tissue	aboveground	VGF159	VGF159_F11.mzXML	22/10/2017	Inactive
VGF159_G02	sample	V113687GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia dongnaiensis	roots	roots	root tissue	belowground	VGF159	VGF159_G02.mzXML	22/10/2017	Inactive
VGF159_G03	sample	V113695GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia xanthochymus	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_G03.mzXML	22/10/2017	Inactive
VGF159_G04	sample	V113703GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Homonoia	Homonoia riparia	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_G04.mzXML	22/10/2017	Inactive
VGF159_G05	sample	V113711GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Urena	Urena repanda	bark	woody vegetative	woody tissue	aboveground	VGF159	VGF159_G05.mzXML	22/10/2017	Inactive
VGF159_G06	sample	V113722GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Balakata	Balakata baccata	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_G06.mzXML	22/10/2017	Inactive
VGF159_G07	sample	V113730GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Streblus	Streblus ilicifolius	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_G07.mzXML	22/10/2017	Inactive
VGF159_G08	sample	V113738GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Phoebe	Phoebe tavoyana	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_G08.mzXML	22/10/2017	Inactive
VGF159_G09	sample	V113752GP-01	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Dracontium	Dracontium polyphyllum	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_G09.mzXML	22/10/2017	Inactive
VGF159_G10	sample	V113760GP-01	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Euterpe	Euterpe oleracea	roots	roots	root tissue	belowground	VGF159	VGF159_G10.mzXML	22/10/2017	Inactive
VGF159_G11	sample	V113768GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Isertia	Isertia coccinea	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_G11.mzXML	22/10/2017	Inactive
VGF159_H02	sample	V113688GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia stipulacea	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_H02.mzXML	22/10/2017	Inactive
VGF159_H03	sample	V113696GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia xanthochymus	roots	roots	root tissue	belowground	VGF159	VGF159_H03.mzXML	22/10/2017	Inactive
VGF159_H04	sample	V113704GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Homonoia	Homonoia riparia	roots	roots	root tissue	belowground	VGF159	VGF159_H04.mzXML	22/10/2017	Inactive
VGF159_H05	sample	V113712GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Urena	Urena repanda	roots	roots	root tissue	belowground	VGF159	VGF159_H05.mzXML	22/10/2017	Inactive
VGF159_H06	sample	V113723GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Balakata	Balakata baccata	roots	roots	root tissue	belowground	VGF159	VGF159_H06.mzXML	22/10/2017	Inactive
VGF159_H07	sample	V113731GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Streblus	Streblus ilicifolius	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_H07.mzXML	22/10/2017	Inactive
VGF159_H08	sample	V113739GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Phoebe	Phoebe tavoyana	roots	roots	root tissue	belowground	VGF159	VGF159_H08.mzXML	22/10/2017	Inactive
VGF159_H09	sample	V113753GP-01	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Dracontium	Dracontium polyphyllum	roots	roots	root tissue	belowground	VGF159	VGF159_H09.mzXML	22/10/2017	Inactive
VGF159_H10	sample	V113761GP-01	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Euterpe	Euterpe oleracea	fruits	reproductive	green tissue	aboveground	VGF159	VGF159_H10.mzXML	22/10/2017	Inactive
VGF159_H11	sample	V113769GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Isertia	Isertia coccinea	roots	roots	root tissue	belowground	VGF159	VGF159_H11.mzXML	22/10/2017	Inactive
VGF138_A01	qc	qc_mix												VGF138	VGF138_A01.mzXML	27/10/2017	Inactive
VGF138_B01	qc	qc_mix												VGF138	VGF138_B01.mzXML	27/10/2017	Inactive
VGF138_C01	qc	qc_mix												VGF138	VGF138_C01.mzXML	27/10/2017	Inactive
VGF138_D01	qc	qc_mix												VGF138	VGF138_D01.mzXML	27/10/2017	Inactive
VGF138_E01	qc	qc_mix												VGF138	VGF138_E01.mzXML	27/10/2017	Inactive
VGF138_F01	qc	qc_mix												VGF138	VGF138_F01.mzXML	27/10/2017	Inactive
VGF138_G01	qc	qc_mix												VGF138	VGF138_G01.mzXML	27/10/2017	Inactive
VGF138_H01	qc	qc_mix												VGF138	VGF138_H01.mzXML	27/10/2017	Inactive
VGF138_A12	blank	blank												VGF138	VGF138_A12.mzXML	27/10/2017	Inactive
VGF138_B12	blank	blank												VGF138	VGF138_B12.mzXML	27/10/2017	Inactive
VGF138_C12	blank	blank												VGF138	VGF138_C12.mzXML	27/10/2017	Inactive
VGF138_D12	blank	blank												VGF138	VGF138_D12.mzXML	27/10/2017	Inactive
VGF138_E12	blank	blank												VGF138	VGF138_E12.mzXML	27/10/2017	Inactive
VGF138_F12	blank	blank												VGF138	VGF138_F12.mzXML	27/10/2017	Inactive
VGF138_G12	blank	blank												VGF138	VGF138_G12.mzXML	27/10/2017	Inactive
VGF138_H12	blank	blank												VGF138	VGF138_H12.mzXML	27/10/2017	Inactive
VGF143_A01	qc	qc_mix												VGF143	VGF143_A01.mzXML	18/11/2017	Inactive
VGF143_B01	qc	qc_mix												VGF143	VGF143_B01.mzXML	18/11/2017	Inactive
VGF143_C01	qc	qc_mix												VGF143	VGF143_C01.mzXML	18/11/2017	Inactive
VGF143_D01	qc	qc_mix												VGF143	VGF143_D01.mzXML	18/11/2017	Inactive
VGF143_E01	qc	qc_mix												VGF143	VGF143_E01.mzXML	18/11/2017	Inactive
VGF143_F01	qc	qc_mix												VGF143	VGF143_F01.mzXML	18/11/2017	Inactive
VGF143_G01	qc	qc_mix												VGF143	VGF143_G01.mzXML	18/11/2017	Inactive
VGF143_H01	qc	qc_mix												VGF143	VGF143_H01.mzXML	18/11/2017	Inactive
VGF143_A12	blank	blank												VGF143	VGF143_A12.mzXML	18/11/2017	Inactive
VGF143_B12	blank	blank												VGF143	VGF143_B12.mzXML	18/11/2017	Inactive
VGF143_C12	blank	blank												VGF143	VGF143_C12.mzXML	18/11/2017	Inactive
VGF143_D12	blank	blank												VGF143	VGF143_D12.mzXML	18/11/2017	Inactive
VGF143_E12	blank	blank												VGF143	VGF143_E12.mzXML	18/11/2017	Inactive
VGF143_F12	blank	blank												VGF143	VGF143_F12.mzXML	18/11/2017	Inactive
VGF143_G12	blank	blank												VGF143	VGF143_G12.mzXML	18/11/2017	Inactive
VGF143_H12	blank	blank												VGF143	VGF143_H12.mzXML	18/11/2017	Inactive
VGF147_A01	qc	qc_mix												VGF147	VGF147_A01.mzXML	02/03/2018	Inactive
VGF147_B01	qc	qc_mix												VGF147	VGF147_B01.mzXML	02/03/2018	Inactive
VGF147_C01	qc	qc_mix												VGF147	VGF147_C01.mzXML	02/03/2018	Inactive
VGF147_D01	qc	qc_mix												VGF147	VGF147_D01.mzXML	02/03/2018	Inactive
VGF147_E01	qc	qc_mix												VGF147	VGF147_E01.mzXML	02/03/2018	Inactive
VGF147_F01	qc	qc_mix												VGF147	VGF147_F01.mzXML	02/03/2018	Inactive
VGF147_G01	qc	qc_mix												VGF147	VGF147_G01.mzXML	02/03/2018	Inactive
VGF147_H01	qc	qc_mix												VGF147	VGF147_H01.mzXML	02/03/2018	Inactive
VGF147_A12	blank	blank												VGF147	VGF147_A12.mzXML	02/03/2018	Inactive
VGF147_B12	blank	blank												VGF147	VGF147_B12.mzXML	02/03/2018	Inactive
VGF147_C12	blank	blank												VGF147	VGF147_C12.mzXML	02/03/2018	Inactive
VGF147_D12	blank	blank												VGF147	VGF147_D12.mzXML	02/03/2018	Inactive
VGF147_E12	blank	blank												VGF147	VGF147_E12.mzXML	02/03/2018	Inactive
VGF147_F12	blank	blank												VGF147	VGF147_F12.mzXML	02/03/2018	Inactive
VGF147_G12	blank	blank												VGF147	VGF147_G12.mzXML	02/03/2018	Inactive
VGF147_H12	blank	blank												VGF147	VGF147_H12.mzXML	02/03/2018	Inactive
VGF146_A01	qc	qc_mix												VGF146	VGF146_A01.mzXML	02/12/2017	Inactive
VGF146_B01	qc	qc_mix												VGF146	VGF146_B01.mzXML	02/12/2017	Inactive
VGF146_C01	qc	qc_mix												VGF146	VGF146_C01.mzXML	02/12/2017	Inactive
VGF146_D01	qc	qc_mix												VGF146	VGF146_D01.mzXML	02/12/2017	Inactive
VGF146_E01	qc	qc_mix												VGF146	VGF146_E01.mzXML	02/12/2017	Inactive
VGF146_F01	qc	qc_mix												VGF146	VGF146_F01.mzXML	02/12/2017	Inactive
VGF146_G01	qc	qc_mix												VGF146	VGF146_G01.mzXML	02/12/2017	Inactive
VGF146_H01	qc	qc_mix												VGF146	VGF146_H01.mzXML	02/12/2017	Inactive
VGF146_A12	blank	blank												VGF146	VGF146_A12.mzXML	02/12/2017	Inactive
VGF146_B12	blank	blank												VGF146	VGF146_B12.mzXML	02/12/2017	Inactive
VGF146_C12	blank	blank												VGF146	VGF146_C12.mzXML	02/12/2017	Inactive
VGF146_D12	blank	blank												VGF146	VGF146_D12.mzXML	02/12/2017	Inactive
VGF146_E12	blank	blank												VGF146	VGF146_E12.mzXML	02/12/2017	Inactive
VGF146_F12	blank	blank												VGF146	VGF146_F12.mzXML	02/12/2017	Inactive
VGF146_G12	blank	blank												VGF146	VGF146_G12.mzXML	02/12/2017	Inactive
VGF146_H12	blank	blank												VGF146	VGF146_H12.mzXML	02/12/2017	Inactive
VGF156_A01	qc	qc_mix												VGF156	VGF156_A01.mzXML	07/05/2017	Inactive
VGF156_B01	qc	qc_mix												VGF156	VGF156_B01.mzXML	07/05/2017	Inactive
VGF156_C01	qc	qc_mix												VGF156	VGF156_C01.mzXML	07/05/2017	Inactive
VGF156_D01	qc	qc_mix												VGF156	VGF156_D01.mzXML	07/05/2017	Inactive
VGF156_E01	qc	qc_mix												VGF156	VGF156_E01.mzXML	07/05/2017	Inactive
VGF156_F01	qc	qc_mix												VGF156	VGF156_F01.mzXML	07/05/2017	Inactive
VGF156_G01	qc	qc_mix												VGF156	VGF156_G01.mzXML	07/05/2017	Inactive
VGF156_H01	qc	qc_mix												VGF156	VGF156_H01.mzXML	07/05/2017	Inactive
VGF156_A12	blank	blank												VGF156	VGF156_A12.mzXML	07/05/2017	Inactive
VGF156_B12	blank	blank												VGF156	VGF156_B12.mzXML	07/05/2017	Inactive
VGF156_C12	blank	blank												VGF156	VGF156_C12.mzXML	07/05/2017	Inactive
VGF156_D12	blank	blank												VGF156	VGF156_D12.mzXML	07/05/2017	Inactive
VGF156_E12	blank	blank												VGF156	VGF156_E12.mzXML	07/05/2017	Inactive
VGF156_F12	blank	blank												VGF156	VGF156_F12.mzXML	07/05/2017	Inactive
VGF156_G12	blank	blank												VGF156	VGF156_G12.mzXML	07/05/2017	Inactive
VGF156_H12	blank	blank												VGF156	VGF156_H12.mzXML	07/05/2017	Inactive
VGF155_A01	qc	qc_mix												VGF155	VGF155_A01.mzXML	05/05/2017	Inactive
VGF155_B01	qc	qc_mix												VGF155	VGF155_B01.mzXML	05/05/2017	Inactive
VGF155_C01	qc	qc_mix												VGF155	VGF155_C01.mzXML	05/05/2017	Inactive
VGF155_D01	qc	qc_mix												VGF155	VGF155_D01.mzXML	05/05/2017	Inactive
VGF155_E01	qc	qc_mix												VGF155	VGF155_E01.mzXML	05/05/2017	Inactive
VGF155_F01	qc	qc_mix												VGF155	VGF155_F01.mzXML	05/05/2017	Inactive
VGF155_G01	qc	qc_mix												VGF155	VGF155_G01.mzXML	05/05/2017	Inactive
VGF155_H01	qc	qc_mix												VGF155	VGF155_H01.mzXML	05/05/2017	Inactive
VGF155_A12	blank	blank												VGF155	VGF155_A12.mzXML	05/05/2017	Inactive
VGF155_B12	blank	blank												VGF155	VGF155_B12.mzXML	05/05/2017	Inactive
VGF155_C12	blank	blank												VGF155	VGF155_C12.mzXML	05/05/2017	Inactive
VGF155_D12	blank	blank												VGF155	VGF155_D12.mzXML	05/05/2017	Inactive
VGF155_E12	blank	blank												VGF155	VGF155_E12.mzXML	05/05/2017	Inactive
VGF155_F12	blank	blank												VGF155	VGF155_F12.mzXML	05/05/2017	Inactive
VGF155_G12	blank	blank												VGF155	VGF155_G12.mzXML	05/05/2017	Inactive
VGF155_H12	blank	blank												VGF155	VGF155_H12.mzXML	05/05/2017	Inactive
VGF154_A01	qc	qc_mix												VGF154	VGF154_A01.mzXML	30/04/2017	Inactive
VGF154_B01	qc	qc_mix												VGF154	VGF154_B01.mzXML	30/04/2017	Inactive
VGF154_C01	qc	qc_mix												VGF154	VGF154_C01.mzXML	30/04/2017	Inactive
VGF154_D01	qc	qc_mix												VGF154	VGF154_D01.mzXML	30/04/2017	Inactive
VGF154_E01	qc	qc_mix												VGF154	VGF154_E01.mzXML	30/04/2017	Inactive
VGF154_F01	qc	qc_mix												VGF154	VGF154_F01.mzXML	30/04/2017	Inactive
VGF154_G01	qc	qc_mix												VGF154	VGF154_G01.mzXML	30/04/2017	Inactive
VGF154_H01	qc	qc_mix												VGF154	VGF154_H01.mzXML	30/04/2017	Inactive
VGF154_A12	blank	blank												VGF154	VGF154_A12.mzXML	30/04/2017	Inactive
VGF154_B12	blank	blank												VGF154	VGF154_B12.mzXML	30/04/2017	Inactive
VGF154_C12	blank	blank												VGF154	VGF154_C12.mzXML	30/04/2017	Inactive
VGF154_D12	blank	blank												VGF154	VGF154_D12.mzXML	30/04/2017	Inactive
VGF154_E12	blank	blank												VGF154	VGF154_E12.mzXML	30/04/2017	Inactive
VGF154_F12	blank	blank												VGF154	VGF154_F12.mzXML	30/04/2017	Inactive
VGF154_G12	blank	blank												VGF154	VGF154_G12.mzXML	30/04/2017	Inactive
VGF154_H12	blank	blank												VGF154	VGF154_H12.mzXML	30/04/2017	Inactive
VGF150_A01	qc	qc_mix												VGF150	VGF150_A01.mzXML	22/04/2017	Inactive
VGF150_B01	qc	qc_mix												VGF150	VGF150_B01.mzXML	22/04/2017	Inactive
VGF150_C01	qc	qc_mix												VGF150	VGF150_C01.mzXML	22/04/2017	Inactive
VGF150_D01	qc	qc_mix												VGF150	VGF150_D01.mzXML	22/04/2017	Inactive
VGF150_E01	qc	qc_mix												VGF150	VGF150_E01.mzXML	22/04/2017	Inactive
VGF150_F01	qc	qc_mix												VGF150	VGF150_F01.mzXML	22/04/2017	Inactive
VGF150_G01	qc	qc_mix												VGF150	VGF150_G01.mzXML	22/04/2017	Inactive
VGF150_H01	qc	qc_mix												VGF150	VGF150_H01.mzXML	22/04/2017	Inactive
VGF150_A12	blank	blank												VGF150	VGF150_A12.mzXML	22/04/2017	Inactive
VGF150_B12	blank	blank												VGF150	VGF150_B12.mzXML	22/04/2017	Inactive
VGF150_C12	blank	blank												VGF150	VGF150_C12.mzXML	22/04/2017	Inactive
VGF150_D12	blank	blank												VGF150	VGF150_D12.mzXML	22/04/2017	Inactive
VGF150_E12	blank	blank												VGF150	VGF150_E12.mzXML	22/04/2017	Inactive
VGF150_F12	blank	blank												VGF150	VGF150_F12.mzXML	22/04/2017	Inactive
VGF150_G12	blank	blank												VGF150	VGF150_G12.mzXML	22/04/2017	Inactive
VGF150_H12	blank	blank												VGF150	VGF150_H12.mzXML	22/04/2017	Inactive
VGF142_A01	qc	qc_mix												VGF142	VGF142_A01.mzXML	12/11/2017	Inactive
VGF142_B01	qc	qc_mix												VGF142	VGF142_B01.mzXML	12/11/2017	Inactive
VGF142_C01	qc	qc_mix												VGF142	VGF142_C01.mzXML	12/11/2017	Inactive
VGF142_D01	qc	qc_mix												VGF142	VGF142_D01.mzXML	12/11/2017	Inactive
VGF142_E01	qc	qc_mix												VGF142	VGF142_E01.mzXML	12/11/2017	Inactive
VGF142_F01	qc	qc_mix												VGF142	VGF142_F01.mzXML	12/11/2017	Inactive
VGF142_G01	qc	qc_mix												VGF142	VGF142_G01.mzXML	12/11/2017	Inactive
VGF142_H01	qc	qc_mix												VGF142	VGF142_H01.mzXML	12/11/2017	Inactive
VGF142_A12	blank	blank												VGF142	VGF142_A12.mzXML	12/11/2017	Inactive
VGF142_B12	blank	blank												VGF142	VGF142_B12.mzXML	12/11/2017	Inactive
VGF142_C12	blank	blank												VGF142	VGF142_C12.mzXML	12/11/2017	Inactive
VGF142_D12	blank	blank												VGF142	VGF142_D12.mzXML	12/11/2017	Inactive
VGF142_E12	blank	blank												VGF142	VGF142_E12.mzXML	12/11/2017	Inactive
VGF142_F12	blank	blank												VGF142	VGF142_F12.mzXML	12/11/2017	Inactive
VGF142_G12	blank	blank												VGF142	VGF142_G12.mzXML	12/11/2017	Inactive
VGF142_H12	blank	blank												VGF142	VGF142_H12.mzXML	12/11/2017	Inactive
VGF157_A01	qc	qc_mix												VGF157	VGF157_A01.mzXML	26/08/2017	Inactive
VGF157_B01	qc	qc_mix												VGF157	VGF157_B01.mzXML	26/08/2017	Inactive
VGF157_C01	qc	qc_mix												VGF157	VGF157_C01.mzXML	26/08/2017	Inactive
VGF157_D01	qc	qc_mix												VGF157	VGF157_D01.mzXML	26/08/2017	Inactive
VGF157_E01	qc	qc_mix												VGF157	VGF157_E01.mzXML	26/08/2017	Inactive
VGF157_F01	qc	qc_mix												VGF157	VGF157_F01.mzXML	26/08/2017	Inactive
VGF157_G01	qc	qc_mix												VGF157	VGF157_G01.mzXML	26/08/2017	Inactive
VGF157_H01	qc	qc_mix												VGF157	VGF157_H01.mzXML	26/08/2017	Inactive
VGF157_A12	blank	blank												VGF157	VGF157_A12.mzXML	26/08/2017	Inactive
VGF157_B12	blank	blank												VGF157	VGF157_B12.mzXML	26/08/2017	Inactive
VGF157_C12	blank	blank												VGF157	VGF157_C12.mzXML	26/08/2017	Inactive
VGF157_D12	blank	blank												VGF157	VGF157_D12.mzXML	26/08/2017	Inactive
VGF157_E12	blank	blank												VGF157	VGF157_E12.mzXML	26/08/2017	Inactive
VGF157_F12	blank	blank												VGF157	VGF157_F12.mzXML	26/08/2017	Inactive
VGF157_G12	blank	blank												VGF157	VGF157_G12.mzXML	26/08/2017	Inactive
VGF157_H12	blank	blank												VGF157	VGF157_H12.mzXML	26/08/2017	Inactive
VGF153_A01	qc	qc_mix												VGF153	VGF153_A01.mzXML	29/04/2017	Inactive
VGF153_B01	qc	qc_mix												VGF153	VGF153_B01.mzXML	29/04/2017	Inactive
VGF153_C01	qc	qc_mix												VGF153	VGF153_C01.mzXML	29/04/2017	Inactive
VGF153_D01	qc	qc_mix												VGF153	VGF153_D01.mzXML	29/04/2017	Inactive
VGF153_E01	qc	qc_mix												VGF153	VGF153_E01.mzXML	29/04/2017	Inactive
VGF153_F01	qc	qc_mix												VGF153	VGF153_F01.mzXML	29/04/2017	Inactive
VGF153_G01	qc	qc_mix												VGF153	VGF153_G01.mzXML	29/04/2017	Inactive
VGF153_H01	qc	qc_mix												VGF153	VGF153_H01.mzXML	29/04/2017	Inactive
VGF153_A12	blank	blank												VGF153	VGF153_A12.mzXML	29/04/2017	Inactive
VGF153_B12	blank	blank												VGF153	VGF153_B12.mzXML	29/04/2017	Inactive
VGF153_C12	blank	blank												VGF153	VGF153_C12.mzXML	29/04/2017	Inactive
VGF153_D12	blank	blank												VGF153	VGF153_D12.mzXML	29/04/2017	Inactive
VGF153_E12	blank	blank												VGF153	VGF153_E12.mzXML	29/04/2017	Inactive
VGF153_F12	blank	blank												VGF153	VGF153_F12.mzXML	29/04/2017	Inactive
VGF153_G12	blank	blank												VGF153	VGF153_G12.mzXML	29/04/2017	Inactive
VGF153_H12	blank	blank												VGF153	VGF153_H12.mzXML	29/04/2017	Inactive
VGF144_A01	qc	qc_mix												VGF144	VGF144_A01.mzXML	19/11/2017	Inactive
VGF144_B01	qc	qc_mix												VGF144	VGF144_B01.mzXML	19/11/2017	Inactive
VGF144_C01	qc	qc_mix												VGF144	VGF144_C01.mzXML	19/11/2017	Inactive
VGF144_D01	qc	qc_mix												VGF144	VGF144_D01.mzXML	19/11/2017	Inactive
VGF144_E01	qc	qc_mix												VGF144	VGF144_E01.mzXML	19/11/2017	Inactive
VGF144_F01	qc	qc_mix												VGF144	VGF144_F01.mzXML	19/11/2017	Inactive
VGF144_G01	qc	qc_mix												VGF144	VGF144_G01.mzXML	19/11/2017	Inactive
VGF144_H01	qc	qc_mix												VGF144	VGF144_H01.mzXML	19/11/2017	Inactive
VGF144_A12	blank	blank												VGF144	VGF144_A12.mzXML	19/11/2017	Inactive
VGF144_B12	blank	blank												VGF144	VGF144_B12.mzXML	19/11/2017	Inactive
VGF144_C12	blank	blank												VGF144	VGF144_C12.mzXML	19/11/2017	Inactive
VGF144_D12	blank	blank												VGF144	VGF144_D12.mzXML	19/11/2017	Inactive
VGF144_E12	blank	blank												VGF144	VGF144_E12.mzXML	19/11/2017	Inactive
VGF144_F12	blank	blank												VGF144	VGF144_F12.mzXML	19/11/2017	Inactive
VGF144_G12	blank	blank												VGF144	VGF144_G12.mzXML	19/11/2017	Inactive
VGF144_H12	blank	blank												VGF144	VGF144_H12.mzXML	19/11/2017	Inactive
VGF159_A01	qc	qc_mix												VGF159	VGF159_A01.mzXML	22/10/2017	Inactive
VGF159_B01	qc	qc_mix												VGF159	VGF159_B01.mzXML	22/10/2017	Inactive
VGF159_C01	qc	qc_mix												VGF159	VGF159_C01.mzXML	22/10/2017	Inactive
VGF159_D01	qc	qc_mix												VGF159	VGF159_D01.mzXML	22/10/2017	Inactive
VGF159_E01	qc	qc_mix												VGF159	VGF159_E01.mzXML	22/10/2017	Inactive
VGF159_F01	qc	qc_mix												VGF159	VGF159_F01.mzXML	22/10/2017	Inactive
VGF159_G01	qc	qc_mix												VGF159	VGF159_G01.mzXML	22/10/2017	Inactive
VGF159_H01	qc	qc_mix												VGF159	VGF159_H01.mzXML	22/10/2017	Inactive
VGF159_A12	blank	blank												VGF159	VGF159_A12.mzXML	22/10/2017	Inactive
VGF159_B12	blank	blank												VGF159	VGF159_B12.mzXML	22/10/2017	Inactive
VGF159_C12	blank	blank												VGF159	VGF159_C12.mzXML	22/10/2017	Inactive
VGF159_D12	blank	blank												VGF159	VGF159_D12.mzXML	22/10/2017	Inactive
VGF159_E12	blank	blank												VGF159	VGF159_E12.mzXML	22/10/2017	Inactive
VGF159_F12	blank	blank												VGF159	VGF159_F12.mzXML	22/10/2017	Inactive
VGF159_G12	blank	blank												VGF159	VGF159_G12.mzXML	22/10/2017	Inactive
VGF159_H12	blank	blank												VGF159	VGF159_H12.mzXML	22/10/2017	Inactive
VGF158_A01	qc	qc_mix												VGF158	VGF158_A01.mzXML	21/10/2017	Inactive
VGF158_B01	qc	qc_mix												VGF158	VGF158_B01.mzXML	21/10/2017	Inactive
VGF158_C01	qc	qc_mix												VGF158	VGF158_C01.mzXML	21/10/2017	Inactive
VGF158_D01	qc	qc_mix												VGF158	VGF158_D01.mzXML	21/10/2017	Inactive
VGF158_E01	qc	qc_mix												VGF158	VGF158_E01.mzXML	21/10/2017	Inactive
VGF158_F01	qc	qc_mix												VGF158	VGF158_F01.mzXML	21/10/2017	Inactive
VGF158_G01	qc	qc_mix												VGF158	VGF158_G01.mzXML	21/10/2017	Inactive
VGF158_H01	qc	qc_mix												VGF158	VGF158_H01.mzXML	21/10/2017	Inactive
